,Unnamed: 0,avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
409,409,243.0,93.0,161.4,440.0,37884.0,34201.0,18.1,0.0,"(37413.8, 40362.7]",49.0,46.4,50.9,"Macon County, North Carolina",2.5,58.1,17.1,24.8,41.2,5.3,29.8,14.9,47.3,7.3,55.4,35.2,27.1,44.4,21.7,92.19316607,2.313187763,0.71936083,4.263097379,51.63756371,5.212083268
410,410,117.0,42.0,143.7,416.2,38445.0,21139.0,19.9,94.61185487,"(37413.8, 40362.7]",44.0,42.4,45.9,"Madison County, North Carolina",2.36,54.3,15.7,17.8,40.4,12.1,31.0,12.9,50.7,7.3,61.8,48.8,35.6,40.4,21.9,95.76259095,2.313187763,0.475579017,0.565939031,55.25443787,4.341957255
411,411,167.14000000000001,61.0,177.0,491.5,35930.0,23357.0,19.7,0.0,"(34218.1, 37413.8]",46.0,43.5,46.9,"Martin County, North Carolina",0.0254,47.2,13.4,34.4,40.4,0.7,37.6,12.3,46.9,14.7,55.2,38.5,30.5,42.9,22.7,53.33558093,43.56272915,0.155927346,1.420203127,46.87668573,3.58004827
412,412,3590.0,1216.0,158.6,451.0,45209.0,1034070.0,15.2,0.0,"(54545.6, 61494.5]",34.5,33.4,35.6,"Mecklenburg County, North Carolina",2.57,45.3,14.7,25.0,44.8,15.5,35.3,28.4,5.372916101,8.9,67.9,58.5,50.5,24.6,15.4,56.67573474,2.313187763,5.166880746,4.078914417,43.17563049,5.350191695
413,413,105.0,45.0,180.9,450.3,36795.0,15246.0,19.2,131.1819494,"(34218.1, 37413.8]",41.0,44.8,42.4,"Mitchell County, North Carolina",2.36,55.7,19.3,34.95140260766503,40.4,5.3,33.5,11.0,46.7,8.6,61.8,43.7,35.5,39.7,19.1,96.59491194,0.874103066,0.306588389,1.200260926,54.12988651,3.813691779
414,414,154.0,54.0,153.3,447.6,38530.0,27548.0,21.1,36.30027588,"(37413.8, 40362.7]",41.1,39.5,42.3,"Montgomery County, North Carolina",2.52,48.8,17.9,45.0,40.4,3.1,30.0,10.6,47.5,10.5,51.5,38.7,31.6,40.7,25.2,77.21459367,18.48121445,1.565160683,1.336908083,47.12882509,5.65466173
415,415,648.0,240.0,160.3,483.6,51650.0,94352.0,15.9,0.0,"(51046.4, 54545.6]",45.1,39.5,46.5,"Moore County, North Carolina",2.44,52.4,14.6,40.2,40.4,8.0,25.8,19.7,48.9,8.0,66.3,46.4,32.6,39.1,19.5,82.80413765,12.34971605,1.0769214,0.645280839,53.44479444,3.694753236
416,416,511.0,215.0,189.0,452.5,43348.0,93919.0,15.9,21.29494564,"(42724.4, 45201]",41.0,39.2,42.4,"Nash County, North Carolina",2.5,45.3,22.0,29.9,40.4,7.6,33.9,13.6,53.8,11.9,59.8,45.4,41.2,37.6,21.3,54.39918921,38.1991512,0.838242436,0.8458260390000001,44.16932255,6.201122458
417,417,1007.0,387.0,164.0,410.6923119932905,49905.0,27157.0,18.0,154.2943755,"(48021.6, 51046.4]",37.8,39.5,42.4,"New Hanover County, North Carolina",2.33,45.8,8.9,23.8,40.4,5.3,22.1,24.7,59.0,8.9,70.0,54.8,43.5,29.1,14.2,81.05175723,14.36475496,1.383446509,1.007081482,43.02116444,4.936553568
418,418,145.0,52.919708029197075,189.9,452.7,32063.0,20426.0,25.8,48.9572114,"[22640, 34218.1]",47.1,44.2,49.7,"Northampton County, North Carolina",2.35,52.4,22.1,33.9,41.7,2.3,35.9,7.2,41.3,15.9,50.3,34.1,28.6,48.4,27.2,83.66344325493273,56.8130979,0.10946647,0.8458260390000001,37.33487833,2.454590083
419,419,588.0,214.5985401459854,179.9,477.5,47201.0,186311.0,14.3,0.0,"(42724.4, 45201]",41.0,39.5,29.0,"Northampton County, North Carolina",2.75,54.5,7.6,45.5,40.4,5.3,28.9,13.5,43.6,7.6,73.1,53.3,19.0,26.8,12.7,74.33184764,15.50722981,1.822011069,2.663357877,55.8526976,9.215177413
420,420,540.0,183.0,157.3,436.7,60304.0,27157.0,14.1,240.5308658,"(54545.6, 61494.5]",33.3,32.7,33.9,"Orange County, North Carolina",2.47,45.2,5.8,23.9,55.3,15.0,15.6,25.4,61.6,6.4,79.3,67.6,54.4,20.2,10.1,74.98196821,11.67522576,7.298548801,2.585037939,47.73130301,4.202796852
421,421,107.0,33.0,151.3,499.4,43097.0,12781.0,17.9,0.0,"(42724.4, 45201]",49.8,47.8,51.3,"Pamlico County, North Carolina",2.36,55.1,21.3,34.95140260766503,40.4,0.6,32.2,12.7,45.9,9.7,65.0,37.6,27.7,45.6,18.8,75.19642582,19.03404714,0.261901094,1.209366816,55.41340462,5.096660808
422,422,214.0,78.10218978102189,203.9,473.4,44596.0,39829.0,18.8,25.10733385,"(42724.4, 45201]",37.4,35.5,39.7,"Pasquotank County, North Carolina",2.61,47.1,9.3,24.7,40.4,6.5,29.9,12.3,53.1,10.1,62.9,45.7,33.4,36.3,19.5,58.6211205,36.9308811,1.431855665,0.562246989,50.71982281,5.029990529
423,423,306.88,112.0,169.8,463.5,45453.0,57611.0,15.4,0.0,"(45201, 48021.6]",42.1,41.6,42.9,"Pender County, North Carolina",2.67,51.7,22.0,32.2,40.4,6.9,31.2,14.0,52.4,9.8,63.1,48.8,41.2,35.8,17.9,76.27705471,17.11924011,0.208461734,3.681615488,52.10630899,5.372916101
424,424,82.0,33.0,159.5,400.0,41328.0,13440.0,17.1,0.0,"(40362.7, 42724.4]",47.8,46.8,48.4,"Perquimans County, North Carolina",2.44,56.7,8.0,61.1,40.4,5.2,35.0,12.3,43.9,12.7,58.3,33.6,24.2,46.5,22.0,73.02563343,24.27026226,0.01481701,0.392650763,53.49090909,7.827059262
425,425,230.0,98.0,198.1,477.8,45209.0,39259.0,18.7,0.0,"(45201, 48021.6]",508.8,41.5,42.4,"Perquimans County, North Carolina",2.52,47.6,17.1,28.0,44.7,5.3,35.3,11.3,5.372916101,11.9,60.0,45.4,37.9,39.3,22.3,68.76623707,27.37761703,0.430441648,1.533289185,45.40726776,6.140350877
426,426,689.0,255.0,171.8,457.6,41765.0,175842.0,23.4,244.53771,"(40362.7, 42724.4]",31.5,30.3,32.5,"Pitt County, North Carolina",2.48,39.6,7.3,17.2,40.4,10.8,35.3,19.1,57.6,12.1,66.2,55.2,45.0,28.9,17.5,58.67961657,34.14711332,1.701975857,0.8458260390000001,39.1929128,4.079871327
427,427,144.0,58.0,156.1,423.9,45464.0,20366.0,14.7,0.0,"(45201, 48021.6]",50.9,48.9,53.4,"Polk County, North Carolina",2.3,56.1,15.0,30.2,45.7,9.2,27.2,18.6,48.0,8.8,65.0,45.1,41.2,41.3,17.1,91.42519801,5.086830324,0.122989128,1.972745609,53.52258361,4.746227709
428,428,823.0,300.3649635036496,177.5,502.3,41770.0,142799.0,16.7,245.0997556,"(40362.7, 42724.4]",41.0,39.7,41.4,"Randolph County, North Carolina",2.59,52.9,19.8,34.95140260766503,40.4,4.7,35.1,10.6,56.2,9.0,59.2,47.6,41.1,34.2,21.1,87.470675,5.993537964,1.00582988,3.276673456,51.94562166,5.037284569
429,429,265.0,113.0,205.3,490.6,34665.0,45437.0,24.7,0.0,"(34218.1, 37413.8]",41.0,38.0,42.4,"Richmond County, North Carolina",2.42,52.4,23.7,32.2,40.4,1.9,36.5,12.3,5.372916101,7.6,48.7,36.1,41.2,44.2,28.9,62.7090301,31.69439256,0.197628458,1.207488164,40.42576242,4.202401372
430,430,693.22,253.0,163.56381173528624,409.6,45209.0,134197.0,33.1,14.90346282,"[22640, 34218.1]",35.2,33.8,36.6,"Robeson County, North Carolina",2.87,39.2,23.4,34.1,39.4,3.1,33.5,9.0,5.372916101,12.1,43.4,48.8,27.8,36.3,32.0,83.66344325493273,24.10673903,0.755536772,0.8458260390000001,40.63093964,5.971635486
431,431,649.38,237.0,194.3,520.3,39606.0,91758.0,19.4,337.8452015,"(37413.8, 40362.7]",43.6,41.8,44.6,"Rockingham County, North Carolina",2.42,49.1,21.6,34.95140260766503,40.4,3.2,36.5,9.8,51.1,10.5,61.0,45.4,39.3,40.5,22.8,75.51029252,2.313187763,0.490790899,2.754062839,47.35119602,5.072603135
432,432,863.1,315.0,202.89739439135482,508.1,44973.0,139142.0,18.0,64.6821233,"(42724.4, 45201]",41.0,38.8,41.5,"Rowan County, North Carolina",2.5,49.1,17.1,30.0,47.4,4.9,32.8,12.3,51.2,7.6,59.1,44.6,38.8,38.8,23.1,83.66344325493273,16.14110913,0.908493,2.792694473,49.51174146,4.889016456
433,433,401.0,163.0,174.8,443.9,35629.0,66390.0,21.5,1581.563488,"(34218.1, 37413.8]",43.3,41.9,45.0,"Rutherford County, North Carolina",2.5,50.4,26.7,32.1,40.4,5.9,31.8,10.4,46.0,12.2,53.4,38.1,31.5,36.3,26.6,85.35108054,10.18320497,0.595229193,2.096762133,50.04540982,5.963398511
434,434,333.0,136.0,183.6,454.3,33876.0,63724.0,29.0,533.5509384,"[22640, 34218.1]",39.2,39.5,40.3,"Sampson County, North Carolina",2.7,45.3,22.7,36.4,40.4,2.7,33.2,9.0,53.8,10.4,51.2,37.0,41.2,43.0,25.6,61.23401124,25.71195967,0.394532901,8.516900725,46.21993127,5.0513461
435,435,219.20000000000002,80.0,189.6,487.8,32782.0,35509.0,28.9,112.6474978,"[22640, 34218.1]",39.1,36.8,42.4,"Scotland County, North Carolina",2.59,38.9,20.9,31.0,40.4,2.7,34.0,10.1,39.3,15.5,65.0,33.6,28.0,48.3,32.2,46.05365691,38.45318936,0.768117555,1.185572749,51.63756371,6.79431748
436,436,370.0,138.0,180.6,495.6,41921.0,60714.0,16.5,378.8253121,"(40362.7, 42724.4]",41.0,40.6,42.9,"Stanly County, North Carolina",0.0247,51.5,21.0,33.4,40.4,4.5,34.3,11.4,5.372916101,7.6,64.3,48.8,42.5,36.3,19.7,84.89254943,10.39844188,1.921235929,0.493513353,51.88659315,4.858604091
437,437,280.0,114.0,184.5,460.9,45065.0,27157.0,15.9,0.0,"(42724.4, 45201]",44.7,44.2,45.4,"Stokes County, North Carolina",2.43,52.4,19.0,32.7,40.4,5.4,38.1,10.2,52.2,9.3,65.2,49.7,41.2,35.3,18.6,93.13988127,4.119071602,0.550847458,0.720087439,54.66048081,4.962317706
438,438,537.0400000000001,196.0,198.1,496.0862622309198,37915.0,72743.0,18.9,82.48216323,"(37413.8, 40362.7]",41.0,40.4,44.2,"Stokes County, North Carolina",2.47,54.4,17.2,35.8,40.4,5.4,31.1,10.0,51.2,7.6,58.0,48.8,41.2,39.8,21.5,92.32198989,3.703703704,0.612272789,1.003143365,52.0415485,4.712239256
439,439,93.0,39.0,215.3,516.6,34788.0,14434.0,19.3,0.0,"(34218.1, 37413.8]",40.7,40.1,41.3,"Swain County, North Carolina",2.58,49.5,13.9,34.8,40.4,4.4,31.2,10.7,5.372916101,7.7,51.9,37.3,30.7,39.4,22.6,64.63319918,1.525100614,0.550847458,0.473063616,49.22848113,5.56091289
440,440,225.0,85.0,137.0,396.8,44490.0,33211.0,15.9,0.0,"(42724.4, 45201]",41.0,48.6,52.8,"Transylvania County, North Carolina",2.31,57.1,16.2,31.9,40.4,2.9,28.4,17.4,49.1,6.9,62.8,37.4,28.0,41.9,17.1,90.33041788,3.914601555,0.622570457,2.857750243,56.36203995,4.726613966
441,441,35.620000000000005,13.0,222.3,431.0,32773.0,4070.0,28.3,0.0,"[22640, 34218.1]",44.4,41.8,49.3,"Tyrrell County, North Carolina",2.45,52.4,28.1,40.7,40.4,0.0,37.1,3.9,38.0,7.6,50.1,48.8,19.8,46.5,23.0,59.89884393,30.39499037,2.817919075,4.359344894,47.13990351,7.088989442
442,442,783.0,273.0,158.6,397.16951635448703,64381.0,222742.0,10.8,0.0,"(61494.5, 125635]",37.2,36.3,42.4,"Union County, North Carolina",2.99,59.4,16.0,31.6,40.4,7.2,25.2,24.1,62.7,7.7,74.3,48.8,54.5,23.1,12.3,83.66344325493273,11.83148879,2.118338316,3.021712851,51.63756371,5.847110572
443,443,257.0,106.0,198.5,490.4,33609.0,44568.0,27.0,112.188117,"[22640, 34218.1]",40.0,37.6,41.4,"Vance County, North Carolina",2.65,37.7,17.1,40.1,31.9,0.9,37.6,12.3,49.6,12.2,50.1,31.6,41.2,47.3,28.7,43.62800866,49.60405095,0.455062571,4.079948248,36.87986015,6.678752027
444,444,3500.0,1126.0,155.3,451.4,45209.0,1024198.0,11.5,102.5192394,"(61494.5, 125635]",35.3,34.3,36.1,"Wake County, North Carolina",2.61,51.6,13.0,21.6,40.4,15.8,35.3,12.3,66.0,6.4,75.9,65.8,41.2,36.3,11.3,67.64519953,2.313187763,6.06658272,2.799638122,51.32490011,4.983090176
445,445,132.0,48.17518248175182,185.4,447.7,33869.0,20155.0,22.8,0.0,"[22640, 34218.1]",41.0,44.0,42.4,"Warren County, North Carolina",2.48,41.7,25.7,48.4,40.4,8.2,34.8,12.3,41.3,10.7,51.7,48.8,25.6,47.2,26.1,83.66344325493273,50.88430721,0.550847458,1.749071722,51.63756371,4.839989421
446,446,83.0,33.0,167.9,453.6,32867.0,12385.0,26.8,0.0,"[22640, 34218.1]",41.0,44.6,45.3,"Washington County, North Carolina",2.5,45.2,29.6,34.95140260766503,40.4,5.3,38.0,6.1,43.2,15.5,53.1,37.4,32.5,46.9,26.7,46.71613514,2.313187763,0.0,2.194505841,42.52300614,3.122648608
447,447,207.0,69.0,136.0,414.0,41942.0,52906.0,26.2,75.6057914,"(40362.7, 42724.4]",29.5,28.0,31.4,"Watauga County, North Carolina",2.35,38.9,2.1,15.5,40.4,7.2,20.4,21.2,51.9,9.5,77.7,48.8,41.2,23.7,10.8,83.66344325493273,1.13323124,0.895865237,0.980091884,43.16363273,2.832748693
448,448,611.0,258.0,191.3,458.6,36890.0,124132.0,23.3,805.594045,"(34218.1, 37413.8]",36.7,34.4,39.1,"Wayne County, North Carolina",2.56,45.5,18.0,31.3,40.4,4.8,35.3,13.0,52.1,7.6,58.7,48.8,30.0,40.2,23.3,57.2691086,31.32805275,1.156366853,7.007357967,44.50241952,5.691592675
449,449,404.0,173.0,183.5,441.2,33398.0,68502.0,23.4,0.0,"[22640, 34218.1]",43.7,42.6,45.0,"Wilkes County, North Carolina",2.5,52.4,17.1,34.95140260766503,40.4,5.2,32.2,9.1,47.5,7.6,58.3,48.8,35.5,41.2,23.0,91.2134134,4.471615467,0.317639892,2.30180141,54.17912625,3.78540305
450,450,431.0,193.0,199.1,452.4,39268.0,81714.0,23.9,305.9451257,"(37413.8, 40362.7]",39.9,39.5,41.4,"Wilson County, North Carolina",2.5,44.8,23.3,33.8,36.1,6.7,33.0,12.6,54.0,10.1,56.4,48.8,36.1,39.4,23.2,50.86846202,38.38884054,0.927912136,6.921954867,42.64912664,5.372916101
451,451,219.0,89.0,179.7,449.1,45209.0,37585.0,17.2,0.0,"(40362.7, 42724.4]",42.9,41.5,44.1,"Wilson County, North Carolina",2.45,53.1,13.9,44.3,38.2,3.5,34.3,8.4,51.4,7.6,65.0,43.0,37.5,36.3,21.8,91.39343183,3.381528008,0.055305365,3.149772195,49.89264103,5.372916101
452,452,134.0,49.0,178.6,512.6,35974.0,17587.0,20.6,0.0,"(34218.1, 37413.8]",46.2,39.5,47.8,"Wilson County, North Carolina",2.5,59.5,9.3,34.95140260766503,40.4,10.0,35.3,12.9,47.8,7.6,57.2,48.8,32.6,42.3,18.8,96.52919791,1.175869121,0.193137923,0.925925926,51.63756371,3.944716384
453,453,17.0,6.0,140.0,405.2,45710.0,2359.0,10.2,0.0,"(45201, 48021.6]",41.0,46.1,49.8,"Adams County, North Dakota",2.14,66.7,10.8,38.4,40.4,8.6,35.1,18.1,64.7,1.2,78.8,56.7,41.6,31.9,11.3,93.25074754,1.324220419,1.238786843,0.55531824,60.82474227,4.047619048
454,454,76.0,31.0,173.1,479.1,52376.0,11099.0,10.3,0.0,"(42724.4, 45201]",42.8,41.1,43.9,"Barnes County, North Dakota",2.07,52.4,12.1,34.95140260766503,40.4,9.2,31.3,19.4,64.1,2.4,81.6,48.8,46.2,36.3,8.9,94.51203028,0.937190232,2.018563576,0.765972785,51.52294304,8.043956044
455,455,32.0,11.678832116788321,169.9,462.9,39342.0,6753.0,29.9,0.0,"(37413.8, 40362.7]",31.0,39.5,30.9,"Benson County, North Dakota",2.97,41.4,21.9,34.95140260766503,35.6,6.2,35.3,12.3,52.3,6.1,47.6,38.1,41.2,42.4,30.8,83.66344325493273,0.0,0.073594348,0.647630262,51.63756371,9.492753623
456,456,43.0,19.0,174.1,435.98494828068215,45209.0,6716.0,9.7,0.0,"(54545.6, 61494.5]",46.0,42.5,48.4,"Bottineau County, North Dakota",2.09,60.2,15.4,32.3,40.4,5.3,31.3,16.4,61.7,2.6,79.7,48.8,45.0,26.9,8.9,83.66344325493273,2.313187763,0.226107929,0.422068134,53.50906096,4.568106312
457,457,22.0,12.0,209.3,472.9,60946.0,3294.0,7.4,0.0,"(54545.6, 61494.5]",41.0,43.4,44.0,"Bowman County, North Dakota",2.28,63.2,17.1,44.3,40.4,5.3,30.0,16.7,5.372916101,1.8,86.2,65.0,48.6,24.5,5.7,83.66344325493273,0.124185036,0.0,2.390561937,55.84604212,9.935897436
458,458,14.0,5.0,166.8,448.3,62875.0,2308.0,8.3,0.0,"(61494.5, 125635]",36.5,34.3,38.8,"Burke County, North Dakota",2.25,60.5,17.1,30.5,40.4,5.3,30.8,12.3,5.372916101,2.3,79.6,48.8,41.2,22.4,6.2,97.87137681,0.045289855,0.226449275,0.452898551,50.30612245,6.75
459,459,375.38000000000005,137.0,141.6,438.9,66734.0,92991.0,8.2,1161.402716,"(61494.5, 125635]",36.8,39.5,38.2,"Burleigh County, North Dakota",2.3,53.9,7.9,33.2,40.4,10.2,24.5,23.5,70.4,2.3,83.5,67.1,58.4,22.9,8.3,92.31152874,0.913593961,0.550847458,0.310576607,50.32513963,6.137971127
460,460,622.0,198.0,143.4,462.5,53755.0,171512.0,11.3,204.0673539,"(51046.4, 54545.6]",31.9,39.5,42.4,"Cass County, North Dakota",2.29,52.4,7.0,20.7,40.4,14.7,20.6,25.8,72.7,3.2,81.5,67.1,41.2,21.1,8.8,90.12553846,3.179076923,0.550847458,0.8458260390000001,51.63756371,6.444608704
461,461,28.0,13.0,170.7,406.8,54057.0,3828.0,9.0,522.4660397,"(51046.4, 54545.6]",50.8,50.0,42.4,"Cavalier County, North Dakota",2.17,52.4,10.1,20.2,40.4,29.8,27.6,13.9,61.3,0.8,86.6,48.8,42.3,29.8,8.1,96.19537275,2.313187763,0.334190231,0.0,60.08018328,7.1197411
462,462,26.0,12.0,126.0,320.2,51817.0,5104.0,11.7,0.0,"(42724.4, 45201]",43.2,39.5,44.7,"Dickey County, North Dakota",2.3,52.4,9.6,21.1,40.4,14.1,28.7,20.5,66.4,1.5,82.7,62.9,49.7,25.7,8.0,96.36188643,1.482194418,0.346487007,0.8458260390000001,58.630394,12.01143947
463,463,11.0,4.0,93.8,330.6,67344.0,2450.0,8.3,0.0,"(61494.5, 125635]",51.7,39.5,52.3,"Divide County, North Dakota",2.07,64.5,11.2,34.6,40.4,13.1,34.3,18.6,63.5,0.7,83.4,60.5,43.1,36.3,18.8,95.67847882,0.475367329,0.864304235,0.8458260390000001,58.37187789,14.4
464,464,17.0,7.0,127.1,355.6,72018.0,4646.0,9.5,0.0,"(61494.5, 125635]",41.7,39.6,44.5,"Dunn County, North Dakota",2.6,56.2,17.1,35.1,40.4,11.0,34.3,15.4,61.8,4.3,66.8,48.8,35.3,28.2,14.4,83.79022646,0.095351609,1.334922527,0.834326579,58.12459859,4.710632571
465,465,20.0,7.2992700729927,227.6,532.1,47596.0,2365.0,10.7,0.0,"(45201, 48021.6]",48.3,48.5,48.0,"Eddy County, North Dakota",2.15,51.0,7.4,50.9,41.7,5.3,28.7,18.1,63.5,1.9,65.0,58.2,44.2,32.7,14.2,93.29113924,0.0,0.0,0.5907173,43.96226415,8.208955224
466,466,24.0,8.75912408759124,166.9,352.4,44282.0,3402.0,15.9,0.0,"(42724.4, 45201]",51.2,39.5,49.7,"Emmons County, North Dakota",2.13,60.5,15.9,30.1,40.4,20.8,35.3,13.5,5.372916101,7.6,80.0,56.0,35.3,35.1,10.4,83.66344325493273,0.0,0.462027144,0.0,51.63756371,6.270627063
467,467,26.0,10.0,174.5,516.2,45209.0,3356.0,8.0,0.0,"(54545.6, 61494.5]",46.9,45.3,47.3,"Foster County, North Dakota",2.22,60.2,14.6,43.9,40.4,5.3,31.4,15.6,64.8,1.3,84.0,48.8,49.9,28.5,7.4,97.59358289,0.118835413,0.683303624,0.059417706,55.79514825,6.307692308
468,468,10.0,5.0,205.2,403.0,53420.0,1845.0,10.7,0.0,"(51046.4, 54545.6]",41.0,39.5,40.8,"Golden Valley County, North Dakota",2.5,55.8,12.5,33.1,40.4,43.4,24.0,17.6,67.7,1.0,75.2,57.7,40.3,27.3,7.6,97.47530187,2.313187763,0.0,0.054884742,49.06600249,6.534090909
469,469,277.0,101.0948905109489,162.5,462.5,50435.0,70916.0,16.7,338.4285634,"(48021.6, 51046.4]",29.4,28.5,30.7,"Grand Forks County, North Dakota",2.25,45.7,17.1,19.2,40.4,10.5,24.7,12.3,5.372916101,3.6,65.0,66.2,55.5,22.5,10.0,88.99665115,2.487713652,2.349990577,0.775598371,43.85891098,5.407811283
470,470,18.0,8.0,147.3,385.4,39679.0,2388.0,16.1,0.0,"(37413.8, 40362.7]",53.6,53.7,53.6,"Grant County, North Dakota",2.05,62.6,26.1,41.3,40.4,5.3,35.3,13.7,59.8,3.4,77.1,52.9,29.7,35.5,11.6,97.45977985,0.33869602,0.0,0.423370025,55.1056338,7.277628032
471,471,22.0,8.02919708029197,232.3,535.5,51192.0,2314.0,9.5,3457.21694,"(51046.4, 54545.6]",51.8,50.1,54.6,"Griggs County, North Dakota",2.16,65.1,24.4,48.7,40.4,5.9,37.6,16.5,62.0,2.0,81.9,48.8,41.2,34.3,7.4,96.82267067,1.245169601,0.214684414,0.128810648,60.48309179,7.692307692
472,472,19.0,8.0,160.3,481.5,50038.0,27157.0,11.1,0.0,"(48021.6, 51046.4]",48.4,49.6,46.4,"Hettinger County, North Dakota",2.25,52.4,10.8,25.0,57.4,5.3,35.3,12.3,57.4,1.1,81.2,56.0,35.7,34.7,9.9,96.03204884,0.724914155,0.0,0.0,62.51145738,15.15711645
473,473,13.0,4.0,104.8,336.1,46923.0,2417.0,14.1,0.0,"(45201, 48021.6]",47.0,46.3,47.6,"Kidder County, North Dakota",2.24,52.4,21.9,49.1,40.4,3.0,32.6,16.1,67.0,0.9,76.1,48.8,38.1,33.6,14.2,83.66344325493273,0.0,0.550847458,1.687242798,51.63756371,6.976744186
474,474,27.0,9.854014598540145,147.9501763865321,370.5,53721.0,4125.0,15.9,0.0,"(51046.4, 54545.6]",41.0,47.1,42.4,"LaMoure County, North Dakota",2.2,64.6,24.3,23.2,42.3,10.1,31.7,17.3,61.8,1.9,82.0,48.8,42.9,31.4,9.9,98.51689764,0.121565767,0.0,0.14587892,58.26086957,4.692082111
475,475,11.0,4.0,108.8,272.45928990774394,44696.0,1935.0,11.9,0.0,"(42724.4, 45201]",51.8,51.8,51.9,"Logan County, North Dakota",2.12,62.2,11.1,53.5,20.2,15.2,39.3,12.3,59.1,2.2,82.8,48.8,35.3,34.5,11.5,97.99485861,0.30848329,0.30848329,0.051413882,56.9476082,4.361370717
476,476,36.0,13.0,148.3,429.1,48887.0,5968.0,12.3,0.0,"(48021.6, 51046.4]",41.0,41.5,42.4,"McHenry County, North Dakota",2.2,59.4,9.7,37.8,40.4,7.0,37.0,14.9,61.2,3.1,65.0,56.1,43.7,36.3,13.0,97.30101427,0.171909919,0.206291903,0.275055871,52.10889571,5.372916101
477,477,22.0,8.0,125.9,315.28147609728825,40258.0,2759.0,13.0,0.0,"(37413.8, 40362.7]",41.0,51.4,56.4,"McIntosh County, North Dakota",2.5,62.2,40.3,11.1,40.4,12.5,35.3,14.4,58.2,1.2,83.9,51.4,41.2,41.6,18.8,83.66344325493273,0.326205147,0.550847458,0.0,55.62451513,4.662004662
478,478,24.660000000000004,9.0,124.6,254.7,81209.0,12826.0,8.6,0.0,"(61494.5, 125635]",32.2,39.5,32.1,"McKenzie County, North Dakota",2.93,51.1,17.6,34.95140260766503,40.4,8.9,35.3,17.6,5.372916101,7.6,65.0,59.7,41.2,19.3,9.2,78.31513261,0.800832033,0.364014561,0.405616225,53.57809583,8.189655172
479,479,70.0,25.54744525547445,153.1,515.6,56616.0,9744.0,15.9,0.0,"(54545.6, 61494.5]",47.1,47.0,47.5,"McLean County, North Dakota",2.5,64.2,20.2,34.95140260766503,38.5,10.8,33.8,15.0,58.6,1.6,65.0,55.9,43.4,31.7,11.1,91.08030896,0.084647127,0.126970691,0.402073855,58.05384979,6.094022055
480,480,55.0,17.0,151.9,482.0,45209.0,8853.0,7.3,0.0,"(42724.4, 45201]",45.6,43.8,46.6,"Mercer County, North Dakota",2.31,52.4,17.1,41.4,40.4,4.2,29.7,15.6,5.372916101,3.2,82.6,64.5,57.5,22.7,6.3,95.85312174,0.046333835,0.220085718,0.8458260390000001,59.18867411,2.630005977
481,481,160.0,56.0,165.2,487.9,54637.0,30310.0,9.2,0.0,"(54545.6, 61494.5]",38.9,39.5,42.4,"Morton County, North Dakota",2.3,57.2,7.2,34.95140260766503,56.2,5.3,35.3,19.8,70.8,7.6,65.0,67.9,57.3,22.6,18.8,83.66344325493273,0.64516129,0.550847458,1.145420045,52.89242769,5.95510765
482,482,42.0,17.0,196.8,485.1,66807.0,10331.0,9.3,0.0,"(61494.5, 125635]",34.8,34.5,35.5,"Mountrail County, North Dakota",2.83,46.1,24.4,34.95140260766503,40.4,2.7,35.3,17.6,64.9,7.6,72.8,48.8,41.2,19.7,7.9,66.1082892,0.118880363,0.670052956,0.572787204,51.63756371,5.573419078
483,483,35.620000000000005,13.0,205.3,514.1166564159911,45040.0,2968.0,10.8,0.0,"(42724.4, 45201]",52.8,51.8,42.4,"Nelson County, North Dakota",1.95,58.5,4.6,39.4,40.4,10.9,30.8,15.7,59.9,0.7,75.9,53.8,39.1,35.5,12.9,96.29265092,1.377952756,0.0,0.8458260390000001,49.21156373,10.42553191
484,484,9.0,3.284671532846715,137.6,338.6,62010.0,1846.0,10.6,0.0,"(61494.5, 125635]",48.5,45.8,49.6,"Oliver County, North Dakota",2.3,52.4,11.6,35.7,40.4,8.9,35.3,13.7,5.372916101,3.6,80.1,48.8,41.4,36.3,7.8,92.52336449,0.329851567,0.164925783,1.209455745,66.16161616,15.4340836
485,485,43.0,22.0,177.0,443.24719038300253,56298.0,27157.0,8.9,141.023833,"(54545.6, 61494.5]",47.2,45.7,42.4,"Pembina County, North Dakota",2.14,60.2,13.4,41.4,40.4,5.3,38.6,15.2,63.1,3.5,65.0,48.8,46.9,30.4,10.7,94.85151263,0.235914516,0.083263947,1.082431307,52.69406393,8.209538702
